sm;sup_m2;TOT_POB;HOGARES;sup_ev;OBJETIVO;ESC;HOSP;LAYER;ID_USO;POB_X_MANZ;BARRIOS;COMUNAS;x_cen;y_cen;coorCENTRO;coorCENT_1;densidad_pob
020-070;12202.07;613;315;0;0;0;0;RESIDENCIAL ABIERTO;5;613;BALVANERA - SAN CRISTOBAL;3;5647440.601;6168969.202;-58.39246763;-34.61445263;0.050237378
093-180A;8220.97;883;353;6642.11;1;0;0;RESIDENCIAL ABIERTO;5;167.82218;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5635079.122;6169145.141;-58.52723063;-34.61456854;0.020413915
057-072B;7769.85;634;226;32375.84;1;0;0;RESIDENCIAL ABIERTO;5;44.14725;CABALLITO;6;5641731.127;6168992.079;-58.45470094;-34.61505079;0.005681866
045-082;1990.85;482;226;0;0;0;0;RESIDENCIAL ABIERTO;5;129.6657;CABALLITO;6;5643319.551;6169059.76;-58.4373994;-34.61422034;0.065130824
081-016;8052.27;876;353;0;0;0;0;RESIDENCIAL ABIERTO;5;131.81727;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5637327.787;6169119.062;-58.50271653;-34.61450514;0.0163702
057-096;12033.03;1081;387;0;0;0;0;RESIDENCIAL ABIERTO;5;260.68189;CABALLITO;6;5642102.882;6169038.891;-58.45065683;-34.61457756;0.021663861
067-076B;3283.26;916;319;0;0;0;0;RESIDENCIAL ABIERTO;5;70.60806;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640052.686;6169087.687;-58.47301105;-34.61441966;0.021505473
057-080;6857.03;667;247;32375.84;1;1;0;RESIDENCIAL ABIERTO;5;165.81489;CABALLITO;6;5641848.757;6169055.953;-58.45342951;-34.61445896;0.024181736
028-055;9169.75;898;313;0;0;0;0;RESIDENCIAL ABIERTO;5;444.52986;BALVANERA - SAN CRISTOBAL;3;5646021.299;6168994.614;-58.40794123;-34.61442655;0.04847786
002-021;14032.17;484;226;728.81;1;1;0;COMERCIAL ADMINISTRATIVO;1;163.51278;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649013.774;6168948.818;-58.37531794;-34.61440912;0.011652708
036-031;9303.22;856;396;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;730.99717;ALMAGRO - BOEDO;5;5644303.373;6169016.836;-58.42666914;-34.61446927;0.078574641
012-004;10375.39;698;274;0;0;0;0;RESIDENCIAL ABIERTO;5;412.44967;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647577.344;6168978.8;-58.39097892;-34.61434649;0.039752691
081-004A;10247.7;876;353;0;0;0;0;RESIDENCIAL ABIERTO;5;167.7569;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5637157.73;6169126.341;-58.50457128;-34.61446228;0.0163702
059-002;9238.21;865;269;3671.97;1;0;0;RESIDENCIAL ABIERTO;5;156.1016;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640829.344;6169077.661;-58.46454419;-34.61440373;0.016897386
002-030;12769.73;698;293;728.81;1;0;0;COMERCIAL ADMINISTRATIVO;1;341.12915;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649148.365;6168955.877;-58.37385227;-34.61432596;0.026713889
045-115;7289.68;664;319;38966.98;1;0;0;RESIDENCIAL ABIERTO;5;202.28328;CABALLITO;6;5643708.799;6169047.376;-58.43315476;-34.61427751;0.027749267
012-012;11587.52;730;341;0;0;0;0;RESIDENCIAL ABIERTO;5;409.23174;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647699.207;6168988.198;-58.38965236;-34.61424429;0.035316594
087-102C;3860.26;1071;388;0;0;0;0;RESIDENCIAL ABIERTO;5;75.03057;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5636880.567;6169155.6;-58.50759699;-34.61423562;0.019436662
028-059;9354.17;898;313;0;0;0;0;RESIDENCIAL ABIERTO;5;453.47014;BALVANERA - SAN CRISTOBAL;3;5646118.956;6169010.067;-58.4068795;-34.61427341;0.04847786
087-026B;4361.12;855;306;3686.63;1;0;0;RESIDENCIAL ABIERTO;5;75.56248;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635688.505;6169181.953;-58.52059436;-34.61415643;0.017326393
002-039;14225.24;521;246;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;292.19439;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649272.974;6168962.681;-58.37249535;-34.61424654;0.02054056
045-053;6433.81;786;333;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;387.72809;CABALLITO;6;5643060.963;6169062.688;-58.44021833;-34.61423003;0.06026415
036-063;12096.47;731;330;0;0;1;0;RESIDENCIAL ABIERTO;5;359.23516;ALMAGRO - BOEDO;5;5644557.044;6169039.314;-58.42390813;-34.61423104;0.02969752
012-019;12321.77;642;292;1355.59;1;0;0;RESIDENCIAL ABIERTO;5;227.04667;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647831.666;6168995.366;-58.38820993;-34.61416062;0.018426466
028-006;6334.88;723;313;0;0;0;0;RESIDENCIAL ABIERTO;5;433.12941;ALMAGRO - BOEDO;5;5645228.567;6169041.387;-58.4165894;-34.61411756;0.068372157
087-090C;4466.75;854;306;0;0;0;0;RESIDENCIAL ABIERTO;5;108.84686;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636689.023;6169173.808;-58.5096877;-34.61409707;0.024368245
067-097;12330.84;893;310;3671.97;1;0;0;RESIDENCIAL ABIERTO;5;228.10991;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640383.417;6169090.348;-58.46940668;-34.6143505;0.018499138
087-038;14882;895;308;10276.92;1;1;0;RESIDENCIAL ABIERTO;5;254.38811;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635978.14;6169142.34;-58.51743107;-34.61447507;0.017093678
002-048;11139.21;521;246;4763.95;1;1;0;COMERCIAL ADMINISTRATIVO;1;228.80561;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649386.327;6168967.167;-58.37126071;-34.61418963;0.02054056
002-057;10808.45;411;196;10597.17;1;1;0;COMERCIAL ADMINISTRATIVO;1;87.42374;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649496.179;6168966.822;-58.37006338;-34.61417674;0.008088462
045-126;7782.75;735;324;38966.98;1;1;0;COMERCIAL ADMINISTRATIVO;1;385.27687;CABALLITO;6;5643890.107;6169047.622;-58.43117869;-34.61424988;0.04950395
057-088B;4921.14;667;247;0;0;0;0;RESIDENCIAL ABIERTO;5;119.00171;CABALLITO;6;5641911.077;6169088.576;-58.45275571;-34.61415638;0.024181736
093-181A;4338.57;641;250;0;0;0;0;RESIDENCIAL ABIERTO;5;88.9936;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5634975.771;6169199.758;-58.52836584;-34.61408996;0.020512196
057-116;4827.21;673;242;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;95.33905;CABALLITO;6;5642454.214;6169080.851;-58.44683456;-34.61415076;0.019750342
087-066B;1550.71;2218;171;0;0;0;0;RESIDENCIAL ABIERTO;5;37.43598;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636355.791;6169194.393;-58.51332313;-34.6139559;0.024141187
002-069;10725.04;411;196;10597.17;1;0;0;COMERCIAL ADMINISTRATIVO;1;86.74908;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649651.802;6168973.522;-58.36836843;-34.61409369;0.008088462
012-026;13344.86;597;267;1355.59;1;0;0;RESIDENCIAL ABIERTO;5;597;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647966.365;6169000.845;-58.38674279;-34.61409184;0.044736325
087-013;20344.7;732;304;6642.11;1;1;0;RESIDENCIAL ABIERTO;5;193.96816;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635465.582;6169150.196;-58.52301911;-34.61447205;0.009534088
081-041;13150.69;965;357;0;0;0;0;RESIDENCIAL ABIERTO;5;192.73417;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5637595.011;6169136.557;-58.49980671;-34.6143117;0.014655822
087-102B;3292.23;1071;388;0;0;0;0;RESIDENCIAL ABIERTO;5;63.98997;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5636914.973;6169178.27;-58.50722564;-34.61402674;0.019436665
093-197C;7172.94;883;353;6642.11;1;0;0;RESIDENCIAL ABIERTO;5;146.42779;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5635129.999;6169191.532;-58.52668347;-34.6141438;0.020413915
098-001P;7079.95;426;157;21653.62;1;0;0;COMERCIAL ADMINISTRATIVO;1;25.1865;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5650263.282;6168962.783;-58.36170206;-34.61410112;0.00355744
067-066;13762.13;916;319;0;0;0;0;RESIDENCIAL ABIERTO;5;295.96111;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639905.351;6169108.47;-58.47462035;-34.61425247;0.021505473
002-074;5908.82;411;196;10597.17;1;0;0;COMERCIAL ADMINISTRATIVO;1;47.79327;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649746.473;6168980.697;-58.36733788;-34.61401523;0.008088463
079-099;3836.72;1649;696;0;0;0;0;RESIDENCIAL ABIERTO;5;148.0009;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638133.599;6169176.347;-58.49394278;-34.61388079;0.03857485
028-066;11405.8;103;43;0;0;0;0;RESIDENCIAL ABIERTO;5;103;BALVANERA - SAN CRISTOBAL;3;5646222.651;6169027.722;-58.40575235;-34.61409956;0.009030493
079-112;1232.96;1649;696;0;0;0;0;RESIDENCIAL ABIERTO;5;47.56125;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638189.843;6169221.603;-58.49333711;-34.6134654;0.038574852
089-043C;2901.29;811;334;6642.11;1;0;0;RESIDENCIAL ABIERTO;5;72.52668;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635280.088;6169256.399;-58.52505788;-34.61353947;0.02499808
098-001S;9985.5;614;235;21653.62;1;0;0;COMERCIAL ADMINISTRATIVO;1;49.38348;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5650339.095;6168906.625;-58.36086583;-34.61459605;0.004945519
067-118;12469.93;996;360;3671.97;1;0;0;RESIDENCIAL ABIERTO;5;260.34119;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640657.015;6169102.473;-58.4664266;-34.61420377;0.020877518
045-013;5161.43;883;370;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;99.99931;CABALLITO;6;5642514.915;6169067.035;-58.44617064;-34.61426682;0.019374342
012-035;12606.31;577;256;1355.59;1;1;0;RESIDENCIAL ABIERTO;5;277.91179;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648101.486;6169011.758;-58.385272;-34.61397402;0.022045451
045-095;4448.24;626;300;0;0;0;0;RESIDENCIAL ABIERTO;5;254.39367;CABALLITO;6;5643400.795;6169099.088;-58.43652054;-34.6138546;0.057189736
020-004;7804.6;720;316;4787.21;1;0;0;RESIDENCIAL ABIERTO;5;720;BALVANERA - SAN CRISTOBAL;3;5646330.636;6169040.778;-58.40457766;-34.61396652;0.092253287
028-014;4239.6;723;313;0;0;0;0;RESIDENCIAL ABIERTO;5;289.87059;ALMAGRO - BOEDO;5;5645309.2;6169059.806;-58.41571371;-34.61394018;0.068372155
036-084;13435.28;454;168;0;0;1;0;RESIDENCIAL ABIERTO;5;120.09359;ALMAGRO - BOEDO;5;5644689.142;6169053.943;-58.42247086;-34.6140806;0.008938674
087-090B;2614.43;854;306;0;0;0;0;RESIDENCIAL ABIERTO;5;63.70907;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636727.548;6169199.958;-58.509272;-34.61385629;0.024368245
045-103B;18264.32;1320;533;38966.98;1;0;0;RESIDENCIAL ABIERTO;5;1320;CABALLITO;6;5643558.014;6169048.48;-58.43479841;-34.61428865;0.072272058
020-008;9601.92;633;259;4787.21;1;0;0;RESIDENCIAL ABIERTO;5;633;BALVANERA - SAN CRISTOBAL;3;5646420.86;6169042.443;-58.40359459;-34.61393864;0.065924315
059-033;10698.78;777;307;32375.84;1;0;0;RESIDENCIAL ABIERTO;5;187.64565;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5641106.634;6169112.331;-58.46152764;-34.61405323;0.017538976
057-106;11780.11;1081;387;0;0;0;0;RESIDENCIAL ABIERTO;5;255.20266;CABALLITO;6;5642215.909;6169093.452;-58.44943405;-34.61407025;0.021663861
057-088A;5021.61;899;334;0;0;0;0;RESIDENCIAL ABIERTO;5;114.994;CABALLITO;6;5641959.954;6169112.673;-58.45222702;-34.61393248;0.022899827
012-044;13566.89;577;256;1355.59;1;0;0;RESIDENCIAL ABIERTO;5;299.08821;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648231.152;6169018.515;-58.38385996;-34.61389442;0.022045451
081-066;15800.96;866;339;2716.9;1;0;0;RESIDENCIAL ABIERTO;5;300.96484;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5637884.529;6169149.221;-58.49665313;-34.61415872;0.01904725
017-001;23708.09;1821;840;38966.98;1;0;0;COMERCIAL ADMINISTRATIVO;1;1821;ALMAGRO - BOEDO;5;5644091.384;6169041.392;-58.42898385;-34.61427778;0.076809224
057-097A;5708.79;899;334;0;0;0;0;RESIDENCIAL ABIERTO;5;130.7303;CABALLITO;6;5642059.615;6169126.903;-58.45114316;-34.61379046;0.022899826
036-046;14075.96;710;321;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;710;ALMAGRO - BOEDO;5;5644426.19;6169048.805;-58.42533596;-34.61416393;0.050440609
093-181B;4332.26;641;250;0;0;0;0;RESIDENCIAL ABIERTO;5;88.86417;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5634942.641;6169231.593;-58.52873201;-34.61380744;0.020512197
020-016;15442.61;1114;514;4787.21;1;0;0;RESIDENCIAL ABIERTO;5;1114;BALVANERA - SAN CRISTOBAL;3;5646546.81;6169048.409;-58.40222288;-34.61386691;0.072138065
087-026A;5293.43;855;306;10276.92;1;0;0;RESIDENCIAL ABIERTO;5;91.71605;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635724.026;6169220.861;-58.52021342;-34.61380111;0.017326393
045-022;4898.35;883;370;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;94.90231;CABALLITO;6;5642566.997;6169102.964;-58.44560901;-34.61393583;0.019374342
087-102A;4428.13;1071;388;0;0;0;0;RESIDENCIAL ABIERTO;5;86.06807;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5636950.85;6169203.618;-58.50683868;-34.61379354;0.019436663
087-078;10220.36;884;328;0;0;0;0;RESIDENCIAL ABIERTO;5;228.62217;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636538.266;6169197.135;-58.51133466;-34.61390693;0.022369287
087-066A;4368.14;2218;171;0;0;0;0;RESIDENCIAL ABIERTO;5;105.45209;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636391.072;6169219.357;-58.51294259;-34.61372625;0.024141188
093-197B;5172.07;883;353;6642.11;1;0;0;RESIDENCIAL ABIERTO;5;105.5822;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5635169.155;6169225.048;-58.52626203;-34.61383661;0.020413916
081-004B;10560.78;876;353;0;0;0;0;RESIDENCIAL ABIERTO;5;172.88208;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5637112.716;6169185.915;-58.50507155;-34.61393146;0.0163702
020-026;10847.77;744;305;6916.35;1;1;0;RESIDENCIAL ABIERTO;5;744;BALVANERA - SAN CRISTOBAL;3;5646680.098;6169055.345;-58.40077135;-34.61378537;0.068585525
012-053;12843.15;720;324;1355.59;1;0;0;RESIDENCIAL ABIERTO;5;344.39847;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648359.455;6169028.018;-58.38246324;-34.61379025;0.026815732
081-029;11199.61;851;298;0;0;0;0;RESIDENCIAL ABIERTO;5;131.68406;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5637421.48;6169183.417;-58.50170573;-34.61391267;0.011757915
036-101;14371.45;454;168;0;0;1;0;RESIDENCIAL ABIERTO;5;128.46171;ALMAGRO - BOEDO;5;5644812.23;6169068.611;-58.42113179;-34.61393107;0.008938674
067-087;12189.46;694;265;0;0;0;0;RESIDENCIAL ABIERTO;5;233.78489;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640209.142;6169138.103;-58.47131408;-34.61394398;0.019179266
087-090A;3196.63;807;323;0;0;0;0;RESIDENCIAL ABIERTO;5;74.59544;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636760.566;6169222.444;-58.50891575;-34.61364926;0.02333565
028-015;6983.4;863;330;1194.01;1;0;0;RESIDENCIAL ABIERTO;5;245.2274;ALMAGRO - BOEDO;5;5645371.33;6169076.493;-58.41503941;-34.61378101;0.03511576
020-031;12049.56;771;356;6916.35;1;0;0;RESIDENCIAL ABIERTO;5;263.67094;BALVANERA - SAN CRISTOBAL;3;5646798.508;6169061.692;-58.39948189;-34.61371126;0.021882205
087-049;48221.34;2218;171;0;0;1;0;RESIDENCIAL ABIERTO;5;1164.12049;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636261.349;6169129.93;-58.51434217;-34.61454933;0.024141189
059-017;9185.88;701;248;3671.97;1;0;0;RESIDENCIAL ABIERTO;5;230.89469;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640944.693;6169146.905;-58.46329844;-34.61376392;0.025135827
087-014;10070.1;732;304;6642.11;1;0;0;RESIDENCIAL ABIERTO;5;96.00922;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635379.961;6169225.852;-58.52396443;-34.61380158;0.009534088
020-039;12082.7;896;267;6916.35;1;0;0;RESIDENCIAL ABIERTO;5;457.27246;BALVANERA - SAN CRISTOBAL;3;5646923.593;6169068.884;-58.39811983;-34.61362855;0.037845222
057-046;52625.7;634;226;32375.84;1;0;0;GRANDES EQUIPAMIENTOS;3;299.01223;CABALLITO;6;5641450.186;6169042.3;-58.45777143;-34.614637;0.005681867
028-031;11279.58;774;339;1194.01;1;0;0;RESIDENCIAL ABIERTO;5;354.0131;BALVANERA - SAN CRISTOBAL;3;5645638.654;6169088.071;-58.4121278;-34.61363878;0.031385309
093-197A;2998.9;883;353;6642.11;1;0;0;RESIDENCIAL ABIERTO;5;61.21929;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5635195.643;6169251.185;-58.52597748;-34.61359759;0.020413915
045-034C;24665.52;1080;322;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;578.69076;CABALLITO;6;5642844.868;6169091.666;-58.44257852;-34.613999;0.023461527
045-116;10904.26;664;319;0;0;1;0;RESIDENCIAL ABIERTO;5;302.58522;CABALLITO;6;5643681.319;6169121.789;-58.43346688;-34.61361081;0.027749267
012-073;12791.11;464;187;728.81;1;0;0;RESIDENCIAL ABIERTO;5;227.05145;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648616.391;6169045.083;-58.3796659;-34.61359931;0.017750723
067-108;11412.51;893;310;3671.97;1;0;0;RESIDENCIAL ABIERTO;5;211.1216;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5640485.205;6169153.679;-58.46830772;-34.61376588;0.018499138
020-047;11592.68;896;267;6916.35;1;0;0;RESIDENCIAL ABIERTO;5;438.72754;BALVANERA - SAN CRISTOBAL;3;5647046.988;6169073.464;-58.39677574;-34.61356961;0.037845221
002-004;13348.67;464;187;728.81;1;0;0;RESIDENCIAL ABIERTO;5;236.94855;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648744.529;6169053.025;-58.37827072;-34.61350918;0.017750723
087-067B;1257.66;2218;171;0;0;0;0;RESIDENCIAL ABIERTO;5;30.36141;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636295.745;6169271.622;-58.51399002;-34.61326793;0.024141191
057-112;10266.75;658;227;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;149.49006;CABALLITO;6;5642322.751;6169143.347;-58.44827791;-34.61360583;0.014560602
081-054;13480.68;866;339;0;0;0;0;RESIDENCIAL ABIERTO;5;256.76989;FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL;10;5637691.16;6169201.507;-58.49876926;-34.61371352;0.019047251
045-023;10399.12;883;370;6187.3;1;1;0;RESIDENCIAL ABIERTO;5;201.47611;CABALLITO;6;5642628.827;6169135.94;-58.44494065;-34.61363009;0.019374342
020-055;13039.56;693;315;6916.35;1;1;0;RESIDENCIAL ABIERTO;5;693;BALVANERA - SAN CRISTOBAL;3;5647172.842;6169080.916;-58.39540535;-34.61348442;0.053145965
017-002;5526.13;606;293;0;0;0;0;COMERCIAL ADMINISTRATIVO;1;170.02709;ALMAGRO - BOEDO;5;5644071.295;6169138.88;-58.42921935;-34.61340214;0.030767841
087-103C;3681.64;807;323;0;0;0;0;RESIDENCIAL ABIERTO;5;85.91346;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636803.441;6169252.807;-58.50845331;-34.61336993;0.023335649
089-043B;2275.51;811;334;6642.11;1;0;0;RESIDENCIAL ABIERTO;5;56.88338;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635330.049;6169293.22;-58.52451919;-34.61320108;0.02499808
045-072;19087.63;677;201;6187.3;1;0;0;RESIDENCIAL ABIERTO;5;677;CABALLITO;6;5643178.607;6169109.516;-58.43894399;-34.61379165;0.035467997
057-081;5945.7;667;247;32375.84;1;0;0;RESIDENCIAL ABIERTO;5;143.77735;CABALLITO;6;5641788.396;6169168.391;-58.4541062;-34.61345411;0.024181736
002-013;13501.13;759;335;728.81;1;0;0;COMERCIAL ADMINISTRATIVO;1;277.17203;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648876.893;6169061.343;-58.37682955;-34.61341504;0.020529543
036-119;19265.51;1229;538;0;0;0;0;RESIDENCIAL ABIERTO;5;1229;ALMAGRO - BOEDO;5;5644948.515;6169091.917;-58.41965038;-34.61370182;0.063792757
087-039;16536.2;895;308;10276.92;1;0;0;RESIDENCIAL ABIERTO;5;282.66447;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5635893.969;6169225.701;-58.51836187;-34.61373502;0.017093678
045-083;5409.64;482;226;0;0;0;0;RESIDENCIAL ABIERTO;5;352.3343;CABALLITO;6;5643286.177;6169167.729;-58.43778138;-34.61325209;0.065130822
036-137;17566.61;1592;787;0;0;0;0;RESIDENCIAL ABIERTO;5;1592;ALMAGRO - BOEDO;5;5645082.096;6169127.553;-58.41820055;-34.61336183;0.090626478
028-060;20956.17;948;418;5842.33;1;0;0;RESIDENCIAL ABIERTO;5;948;BALVANERA - SAN CRISTOBAL;3;5646045.432;6169130.519;-58.40770158;-34.61319848;0.045237274
002-049;6258.32;476;215;10597.17;1;0;0;COMERCIAL ADMINISTRATIVO;1;59.84911;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5649365.288;6169092.701;-58.3715121;-34.61306153;0.009563127
012-013;12633.14;735;357;2177.06;1;0;0;RESIDENCIAL ABIERTO;5;735;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5647702.851;6169118.823;-58.38963538;-34.61306672;0.05818031
012-063;1365.7;418;200;0;0;0;0;RESIDENCIAL ABIERTO;5;14.47349;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5648442.606;6169141.029;-58.38157675;-34.61275991;0.010597855
098-001U;72037.54;614;235;157664.88;1;0;0;GRANDES EQUIPAMIENTOS;3;356.263;CONSTITUCION - MONSERRAT - PUERTO MADERO -  RETIRO - SAN NICOLAS - SAN TELMO;1;5650476.021;6168841.386;-58.3593619;-34.61516383;0.004945519
087-079B;5023.45;884;328;0;0;0;0;RESIDENCIAL ABIERTO;5;112.371;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5636492.656;6169259.12;-58.51184176;-34.61335443;0.022369288
045-104;6497.78;626;300;0;0;1;0;RESIDENCIAL ABIERTO;5;371.60633;CABALLITO;6;5643519.542;6169153.481;-58.43523549;-34.61334787;0.057189737
020-063;12838.56;723;369;6916.35;1;1;0;RESIDENCIAL ABIERTO;5;723;BALVANERA - SAN CRISTOBAL;3;5647305.43;6169090.078;-58.39396186;-34.61338284;0.056314727
059-062;11441.56;777;307;32375.84;1;0;0;GRANDES EQUIPAMIENTOS;3;200.67326;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5641217.496;6169166.035;-58.46032824;-34.61355405;0.017538977
